Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,No,Best First,No,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,No,Best First,No,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,No,Best First,No,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,No,Best First,No,24,25,269,29,0.489796,0.452830,0.790816,0.379536
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,No,Best First,No,22,15,279,31,0.594595,0.415094,0.847645,0.415483
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,No,Best First,No,24,26,268,29,0.480000,0.452830,0.781575,0.373050
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,No,Best First,No,7,8,299,40,0.466667,0.148936,0.706632,0.172656
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,No,Best First,No,7,4,303,40,0.636364,0.148936,0.824035,0.201149
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,No,Best First,No,7,8,299,40,0.466667,0.148936,0.689098,0.172656
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,No,Best First,No,19,35,481,25,0.351852,0.431818,0.848110,0.329716
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,No,Best First,No,19,11,505,25,0.633333,0.431818,0.899643,0.480412
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,No,Best First,No,19,36,480,25,0.345455,0.431818,0.798384,0.324901
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,No,Best First,No,11,16,511,30,0.407407,0.268293,0.645832,0.282395
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,No,Best First,No,10,13,514,31,0.434783,0.243902,0.834521,0.274880
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,No,Best First,No,10,13,514,31,0.434783,0.243902,0.708081,0.274880
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,No,Best First,No,28,52,280,30,0.350000,0.482759,0.749481,0.281994
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,No,Best First,No,39,43,289,19,0.475610,0.672414,0.871079,0.463715
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,No,Best First,No,31,53,279,27,0.369048,0.534483,0.758179,0.316329
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,No,Best First,No,16,27,295,52,0.372093,0.235294,0.607052,0.177127
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,No,Best First,No,13,8,314,55,0.619048,0.191176,0.614838,0.228668
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,No,Best First,No,16,28,294,52,0.363636,0.235294,0.574077,0.172326
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,No,Best First,No,6,16,351,18,0.272727,0.250000,0.633969,0.214767
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,No,Best First,No,7,17,350,17,0.291667,0.291667,0.756131,0.245345
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,No,Best First,No,7,16,351,17,0.304348,0.291667,0.682221,0.252996
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,No,Best First,No,4,22,346,20,0.153846,0.166667,0.663383,0.102877
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,No,Best First,No,7,19,349,17,0.269231,0.291667,0.736130,0.231037
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,No,Best First,No,4,22,346,20,0.153846,0.166667,0.608865,0.102877
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,No,Best First,No,14,20,317,45,0.411765,0.237288,0.677991,0.215627
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,No,Best First,No,18,12,325,41,0.600000,0.305085,0.799225,0.338002
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,No,Best First,No,15,21,316,44,0.416667,0.254237,0.663582,0.228695
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,No,Best First,No,9,20,334,54,0.310345,0.142857,0.689445,0.110977
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,No,Best First,No,21,11,343,42,0.656250,0.333333,0.764595,0.378889
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,No,Best First,No,12,19,335,51,0.387097,0.190476,0.669066,0.172900
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,No,Best First,No,22,11,363,29,0.666667,0.431373,0.901358,0.474238
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,No,Best First,No,22,17,357,29,0.564103,0.431373,0.839284,0.429563
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,No,Best First,No,19,16,358,32,0.542857,0.372549,0.708504,0.381443
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,No,Best First,No,20,9,381,20,0.689655,0.500000,0.911186,0.544059
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,No,Best First,No,18,21,369,22,0.461538,0.450000,0.833205,0.400648
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,No,Best First,No,14,17,373,26,0.451613,0.350000,0.679551,0.340820
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,No,Best First,No,27,8,378,17,0.771429,0.613636,0.936057,0.651991
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,No,Best First,No,21,22,364,23,0.488372,0.477273,0.866227,0.424552
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,No,Best First,No,17,18,368,27,0.485714,0.386364,0.711994,0.373584
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,No,Best First,No,45,22,344,65,0.671642,0.409091,0.742077,0.404247
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,No,Best First,No,43,31,335,67,0.581081,0.390909,0.706756,0.345787
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,No,Best First,No,39,39,327,71,0.500000,0.354545,0.601080,0.276076
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,No,Best First,No,39,27,408,46,0.590909,0.458824,0.838134,0.435958
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,No,Best First,No,39,22,413,46,0.639344,0.458824,0.835335,0.460564
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,No,Best First,No,35,43,392,50,0.448718,0.411765,0.680392,0.323636
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,No,Best First,No,47,19,384,108,0.712121,0.303226,0.807324,0.311031
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,No,Best First,No,67,19,384,88,0.779070,0.432258,0.815281,0.446233
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,No,Best First,No,51,44,359,104,0.536842,0.329032,0.648835,0.249577
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,No,Best First,Sensitive threshold,16,77,121,14,0.172043,0.533333,0.572222,0.076389
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,No,Best First,Sensitive threshold,4,13,185,26,0.235294,0.133333,0.533838,0.082921
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,No,Best First,Sensitive threshold,7,25,173,23,0.218750,0.233333,0.553535,0.104126
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,No,Best First,Sensitive threshold,8,19,188,13,0.296296,0.380952,0.644582,0.256269
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,No,Best First,Sensitive threshold,4,13,194,17,0.235294,0.190476,0.563837,0.139623
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,No,Best First,Sensitive threshold,5,12,195,16,0.294118,0.238095,0.590062,0.196981
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,No,Best First,Sensitive threshold,30,81,155,12,0.270270,0.714286,0.685533,0.221500
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,No,Best First,Sensitive threshold,23,30,206,19,0.433962,0.547619,0.710250,0.379634
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,No,Best First,Sensitive threshold,11,44,192,31,0.200000,0.261905,0.537732,0.066947
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,No,Best First,Sensitive threshold,18,64,188,13,0.219512,0.580645,0.663338,0.189775
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,No,Best First,Sensitive threshold,13,20,232,18,0.393939,0.419355,0.669995,0.330636
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,No,Best First,Sensitive threshold,6,50,202,25,0.107143,0.193548,0.497568,-0.003594
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,No,Best First,Sensitive threshold,40,48,197,19,0.454545,0.677966,0.741024,0.406250
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,No,Best First,Sensitive threshold,23,13,232,36,0.638889,0.389831,0.668385,0.395258
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,No,Best First,Sensitive threshold,14,41,204,45,0.254545,0.237288,0.534971,0.071789
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,No,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,No,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,No,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,No,Best First,Sensitive threshold,41,100,194,12,0.290780,0.773585,0.716724,0.257924
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,No,Best First,Sensitive threshold,35,40,254,18,0.466667,0.660377,0.762161,0.448089
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,No,Best First,Sensitive threshold,27,73,221,26,0.270000,0.509434,0.630567,0.191523
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,No,Best First,Sensitive threshold,23,62,245,24,0.270588,0.489362,0.643704,0.214105
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,No,Best First,Sensitive threshold,13,17,290,34,0.433333,0.276596,0.610611,0.261233
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,No,Best First,Sensitive threshold,10,54,253,37,0.156250,0.212766,0.518435,0.031973
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,No,Best First,Sensitive threshold,35,134,382,9,0.207101,0.795455,0.767882,0.233009
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,No,Best First,Sensitive threshold,28,26,490,16,0.518519,0.636364,0.792988,0.530801
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,No,Best First,Sensitive threshold,23,119,397,21,0.161972,0.522727,0.646054,0.144702
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,No,Best First,Sensitive threshold,19,114,413,22,0.142857,0.463415,0.623548,0.121443
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,No,Best First,Sensitive threshold,21,23,504,20,0.477273,0.512195,0.734276,0.453259
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,No,Best First,Sensitive threshold,14,101,426,27,0.121739,0.341463,0.574906,0.081765
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,No,Best First,Sensitive threshold,47,127,205,11,0.270115,0.810345,0.713907,0.234380
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,No,Best First,Sensitive threshold,48,82,250,10,0.369231,0.827586,0.790299,0.383929
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,No,Best First,Sensitive threshold,37,96,236,21,0.278195,0.637931,0.674387,0.227422
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,No,Best First,Sensitive threshold,25,61,261,43,0.290698,0.367647,0.589103,0.161360
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,No,Best First,Sensitive threshold,14,16,306,54,0.466667,0.205882,0.578096,0.200351
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,No,Best First,Sensitive threshold,17,34,288,51,0.333333,0.250000,0.572205,0.160207
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,No,Best First,Sensitive threshold,10,64,303,14,0.135135,0.416667,0.621140,0.122764
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,No,Best First,Sensitive threshold,9,31,336,15,0.225000,0.375000,0.645266,0.221520
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,No,Best First,Sensitive threshold,8,48,319,16,0.142857,0.333333,0.601272,0.124790
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,No,Best First,Sensitive threshold,10,65,303,14,0.133333,0.416667,0.620018,0.120427
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,No,Best First,Sensitive threshold,10,37,331,14,0.212766,0.416667,0.658062,0.218330
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,No,Best First,Sensitive threshold,5,51,317,19,0.089286,0.208333,0.534873,0.042969
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,No,Best First,Sensitive threshold,26,51,286,33,0.337662,0.440678,0.644671,0.257002
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,No,Best First,Sensitive threshold,23,21,316,36,0.522727,0.389831,0.663758,0.365884
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,No,Best First,Sensitive threshold,16,39,298,43,0.290909,0.271186,0.577730,0.159932
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,No,Best First,Sensitive threshold,30,59,295,33,0.337079,0.476190,0.654762,0.264635
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,No,Best First,Sensitive threshold,24,20,334,39,0.545455,0.380952,0.662228,0.370365
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,No,Best First,Sensitive threshold,16,40,314,47,0.285714,0.253968,0.570487,0.147720
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,No,Best First,Sensitive threshold,40,58,316,11,0.408163,0.784314,0.814617,0.450112
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,No,Best First,Sensitive threshold,26,29,345,25,0.472727,0.509804,0.716132,0.418103
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,No,Best First,Sensitive threshold,19,20,354,32,0.487179,0.372549,0.659537,0.355159
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,No,Best First,Sensitive threshold,33,74,316,7,0.308411,0.825000,0.817628,0.362672
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,No,Best First,Sensitive threshold,19,36,354,21,0.345455,0.475000,0.691346,0.327572
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,No,Best First,Sensitive threshold,14,22,368,26,0.388889,0.350000,0.646795,0.307383
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,No,Best First,Sensitive threshold,39,48,338,5,0.448276,0.886364,0.881006,0.531783
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,No,Best First,Sensitive threshold,26,37,349,18,0.412698,0.590909,0.747527,0.415559
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,No,Best First,Sensitive threshold,17,20,366,27,0.459459,0.386364,0.667275,0.359916
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,No,Best First,Sensitive threshold,72,85,281,38,0.458599,0.654545,0.711153,0.367404
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,No,Best First,Sensitive threshold,48,44,322,62,0.521739,0.436364,0.658073,0.335336
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,No,Best First,Sensitive threshold,40,41,325,70,0.493827,0.363636,0.625807,0.277170
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,No,Best First,Sensitive threshold,64,112,323,21,0.363636,0.752941,0.747735,0.346314
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,No,Best First,Sensitive threshold,46,36,399,39,0.560976,0.541176,0.729209,0.465021
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,No,Best First,Sensitive threshold,36,56,379,49,0.391304,0.423529,0.647397,0.285340
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,No,Best First,Sensitive threshold,112,101,302,43,0.525822,0.722581,0.735980,0.423231
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,No,Best First,Sensitive threshold,84,32,371,71,0.724138,0.541935,0.731266,0.501345
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,No,Best First,Sensitive threshold,53,55,348,102,0.490741,0.341935,0.602730,0.226601
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,No,Best First,Sensitive learning,11,51,147,19,0.177419,0.366667,0.616330,0.075104
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,No,Best First,Sensitive learning,4,13,185,26,0.235294,0.133333,0.713552,0.082921
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,No,Best First,Sensitive learning,7,25,173,23,0.218750,0.233333,0.586700,0.104126
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,No,Best First,Sensitive learning,6,17,190,15,0.260870,0.285714,0.590982,0.195235
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,No,Best First,Sensitive learning,4,13,194,17,0.235294,0.190476,0.685645,0.139623
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,No,Best First,Sensitive learning,5,12,195,16,0.294118,0.238095,0.752933,0.196981
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,No,Best First,Sensitive learning,21,62,174,21,0.253012,0.500000,0.654812,0.169343
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,No,Best First,Sensitive learning,23,30,206,19,0.433962,0.547619,0.749395,0.379634
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,No,Best First,Sensitive learning,11,44,192,31,0.200000,0.261905,0.640991,0.066947
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,No,Best First,Sensitive learning,10,56,196,21,0.151515,0.322581,0.732207,0.067126
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,No,Best First,Sensitive learning,12,20,232,19,0.375000,0.387097,0.847606,0.303440
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,No,Best First,Sensitive learning,6,50,202,25,0.107143,0.193548,0.732463,-0.003594
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,No,Best First,Sensitive learning,32,44,201,27,0.421053,0.542373,0.761363,0.327014
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,No,Best First,Sensitive learning,23,13,232,36,0.638889,0.389831,0.840678,0.395258
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,No,Best First,Sensitive learning,14,41,204,45,0.254545,0.237288,0.734140,0.071789
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,No,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,No,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,No,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,No,Best First,Sensitive learning,37,89,205,16,0.293651,0.698113,0.761199,0.252723
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,No,Best First,Sensitive learning,35,40,254,18,0.466667,0.660377,0.847645,0.448089
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,No,Best First,Sensitive learning,27,71,223,26,0.275510,0.509434,0.781639,0.198767
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,No,Best First,Sensitive learning,17,55,252,30,0.236111,0.361702,0.681856,0.148990
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,No,Best First,Sensitive learning,13,17,290,34,0.433333,0.276596,0.824035,0.261233
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,No,Best First,Sensitive learning,10,54,253,37,0.156250,0.212766,0.688786,0.031973
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,No,Best First,Sensitive learning,30,135,381,14,0.181818,0.681818,0.808250,0.186110
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,No,Best First,Sensitive learning,28,26,490,16,0.518519,0.636364,0.899643,0.530801
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,No,Best First,Sensitive learning,23,117,399,21,0.164286,0.522727,0.797811,0.148148
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,No,Best First,Sensitive learning,17,105,422,24,0.139344,0.414634,0.663072,0.112715
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,No,Best First,Sensitive learning,21,23,504,20,0.477273,0.512195,0.834521,0.453259
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,No,Best First,Sensitive learning,14,94,433,27,0.129630,0.341463,0.708173,0.093011
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,No,Best First,Sensitive learning,44,118,214,14,0.271605,0.758621,0.726838,0.231734
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,No,Best First,Sensitive learning,48,81,251,10,0.372093,0.827586,0.871131,0.387745
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,No,Best First,Sensitive learning,37,92,240,21,0.286822,0.637931,0.757556,0.239727
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,No,Best First,Sensitive learning,20,47,275,48,0.298507,0.294118,0.596456,0.149019
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,No,Best First,Sensitive learning,14,16,306,54,0.466667,0.205882,0.614838,0.200351
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,No,Best First,Sensitive learning,17,34,288,51,0.333333,0.250000,0.574055,0.160207
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,No,Best First,Sensitive learning,10,59,308,14,0.144928,0.416667,0.632607,0.136395
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,No,Best First,Sensitive learning,9,31,336,15,0.225000,0.375000,0.756131,0.221520
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,No,Best First,Sensitive learning,8,48,319,16,0.142857,0.333333,0.682221,0.124790
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,No,Best First,Sensitive learning,10,62,306,14,0.138889,0.416667,0.640002,0.128277
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,No,Best First,Sensitive learning,10,37,331,14,0.212766,0.416667,0.736130,0.218330
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,No,Best First,Sensitive learning,5,48,320,19,0.094340,0.208333,0.608696,0.049783
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,No,Best First,Sensitive learning,20,48,289,39,0.294118,0.338983,0.679827,0.184915
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,No,Best First,Sensitive learning,23,21,316,36,0.522727,0.389831,0.799225,0.365884
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,No,Best First,Sensitive learning,16,37,300,43,0.301887,0.271186,0.663582,0.168460
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,No,Best First,Sensitive learning,27,54,300,36,0.333333,0.428571,0.693054,0.247021
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,No,Best First,Sensitive learning,24,20,334,39,0.545455,0.380952,0.764595,0.370365
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,No,Best First,Sensitive learning,16,39,315,47,0.290909,0.253968,0.669066,0.151717
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,No,Best First,Sensitive learning,32,22,352,19,0.592593,0.627451,0.900388,0.554542
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,No,Best First,Sensitive learning,26,29,345,25,0.472727,0.509804,0.839284,0.418103
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,No,Best First,Sensitive learning,19,20,354,32,0.487179,0.372549,0.708504,0.355159
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,No,Best First,Sensitive learning,23,28,362,17,0.450980,0.575000,0.908462,0.447932
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,No,Best First,Sensitive learning,19,36,354,21,0.345455,0.475000,0.833205,0.327572
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,No,Best First,Sensitive learning,14,22,368,26,0.388889,0.350000,0.679551,0.307383
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,No,Best First,Sensitive learning,33,20,366,11,0.622642,0.750000,0.944448,0.640177
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,No,Best First,Sensitive learning,26,37,349,18,0.412698,0.590909,0.866227,0.415559
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,No,Best First,Sensitive learning,17,20,366,27,0.459459,0.386364,0.711994,0.359916
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,No,Best First,Sensitive learning,59,54,312,51,0.522124,0.536364,0.746225,0.385149
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,No,Best First,Sensitive learning,48,44,322,62,0.521739,0.436364,0.706868,0.335336
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,No,Best First,Sensitive learning,40,41,325,70,0.493827,0.363636,0.601080,0.277170
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,No,Best First,Sensitive learning,54,63,372,31,0.461538,0.635294,0.830629,0.425954
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,No,Best First,Sensitive learning,46,36,399,39,0.560976,0.541176,0.835389,0.465021
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,No,Best First,Sensitive learning,36,56,379,49,0.391304,0.423529,0.680392,0.285340
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,No,Best First,Sensitive learning,87,61,342,68,0.587838,0.561290,0.803178,0.415702
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,No,Best First,Sensitive learning,84,32,371,71,0.724138,0.541935,0.815281,0.501345
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,No,Best First,Sensitive learning,53,55,348,102,0.490741,0.341935,0.648835,0.226601
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Oversampling,Best First,No,11,35,163,19,0.239130,0.366667,0.625505,0.154860
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Oversampling,Best First,No,4,11,187,26,0.266667,0.133333,0.744276,0.098718
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Oversampling,Best First,No,10,27,171,20,0.270270,0.333333,0.622222,0.179228
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Oversampling,Best First,No,7,25,182,14,0.218750,0.333333,0.635266,0.172067
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Oversampling,Best First,No,4,10,197,17,0.285714,0.190476,0.672188,0.167208
