Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Oversampling,Best First,No,7,24,183,14,0.225806,0.333333,0.702093,0.179079
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Oversampling,Best First,No,19,77,159,23,0.197917,0.452381,0.622579,0.082508
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Oversampling,Best First,No,22,24,212,20,0.478261,0.523810,0.732244,0.406214
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Oversampling,Best First,No,15,70,166,27,0.176471,0.357143,0.575464,0.042605
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Oversampling,Best First,No,17,46,206,14,0.269841,0.548387,0.782770,0.251851
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Oversampling,Best First,No,9,13,239,22,0.409091,0.290323,0.842294,0.273561
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Oversampling,Best First,No,15,46,206,16,0.245902,0.483871,0.728431,0.211557
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Oversampling,Best First,No,32,45,200,27,0.415584,0.542373,0.789623,0.321471
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Oversampling,Best First,No,23,9,236,36,0.718750,0.389831,0.841439,0.427328
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Oversampling,Best First,No,26,43,202,33,0.376812,0.440678,0.729575,0.249139
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Oversampling,Best First,No,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Oversampling,Best First,No,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Oversampling,Best First,No,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Oversampling,Best First,No,37,81,213,16,0.313559,0.698113,0.757605,0.281236
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Oversampling,Best First,No,33,39,255,20,0.458333,0.622642,0.848286,0.427217
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Oversampling,Best First,No,37,76,218,16,0.327434,0.698113,0.782377,0.300281
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Oversampling,Best First,No,17,55,252,30,0.236111,0.361702,0.669936,0.148990
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Oversampling,Best First,No,9,13,294,38,0.409091,0.191489,0.828956,0.192504
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Oversampling,Best First,No,14,47,260,33,0.229508,0.297872,0.638887,0.128562
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Oversampling,Best First,No,32,124,392,12,0.205128,0.727273,0.794882,0.225008
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Oversampling,Best First,No,23,21,495,21,0.522727,0.522727,0.896670,0.482030
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Oversampling,Best First,No,30,119,397,14,0.201342,0.681818,0.781360,0.215736
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Oversampling,Best First,No,17,69,458,24,0.197674,0.414634,0.697945,0.188372
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Oversampling,Best First,No,17,17,510,24,0.500000,0.414634,0.837784,0.415051
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Oversampling,Best First,No,17,68,459,24,0.200000,0.414634,0.708081,0.191059
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Oversampling,Best First,No,43,116,216,15,0.270440,0.741379,0.751584,0.228084
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Oversampling,Best First,No,46,74,258,12,0.383333,0.793103,0.868898,0.395676
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Oversampling,Best First,No,41,108,224,17,0.275168,0.706897,0.733849,0.231630
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Oversampling,Best First,No,21,57,265,47,0.269231,0.308824,0.566907,0.124579
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Oversampling,Best First,No,14,13,309,54,0.518519,0.205882,0.613582,0.217149
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Oversampling,Best First,No,22,62,260,46,0.261905,0.323529,0.559257,0.119860
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Oversampling,Best First,No,10,65,302,14,0.133333,0.416667,0.654178,0.120197
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Oversampling,Best First,No,9,29,338,15,0.236842,0.375000,0.750851,0.232581
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Oversampling,Best First,No,9,64,303,15,0.123288,0.375000,0.663204,0.102664
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Oversampling,Best First,No,8,62,306,16,0.114286,0.333333,0.639436,0.086957
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Oversampling,Best First,No,10,34,334,14,0.227273,0.416667,0.736923,0.233377
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Oversampling,Best First,No,8,62,306,16,0.114286,0.333333,0.589957,0.086957
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Oversampling,Best First,No,23,47,290,36,0.328571,0.389831,0.672710,0.232486
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Oversampling,Best First,No,22,19,318,37,0.536585,0.372881,0.800106,0.362062
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Oversampling,Best First,No,21,43,294,38,0.328125,0.355932,0.654780,0.220624
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Oversampling,Best First,No,23,65,289,40,0.261364,0.365079,0.648731,0.156017
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Oversampling,Best First,No,24,18,336,39,0.571429,0.380952,0.763631,0.382511
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Oversampling,Best First,No,21,66,288,42,0.241379,0.333333,0.598646,0.127006
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Oversampling,Best First,No,33,34,340,18,0.492537,0.647059,0.893232,0.489796
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Oversampling,Best First,No,25,26,348,26,0.490196,0.490196,0.841329,0.420677
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Oversampling,Best First,No,29,33,341,22,0.467742,0.568627,0.792964,0.439462
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Oversampling,Best First,No,26,35,355,14,0.426230,0.650000,0.912340,0.453437
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Oversampling,Best First,No,19,32,358,21,0.372549,0.475000,0.829455,0.349786
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Oversampling,Best First,No,18,40,350,22,0.310345,0.450000,0.668910,0.289067
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Oversampling,Best First,No,33,26,360,11,0.559322,0.750000,0.943182,0.593074
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Oversampling,Best First,No,25,33,353,19,0.431034,0.568182,0.868788,0.423057
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Oversampling,Best First,No,24,38,348,20,0.387097,0.545455,0.768694,0.378427
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Oversampling,Best First,No,62,67,299,48,0.480620,0.563636,0.768964,0.358896
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Oversampling,Best First,No,48,46,320,62,0.510638,0.436364,0.705936,0.327332
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Oversampling,Best First,No,56,71,295,54,0.440945,0.509091,0.635594,0.298944
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Oversampling,Best First,No,62,89,346,23,0.410596,0.729412,0.825734,0.399897
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Oversampling,Best First,No,45,32,403,40,0.584416,0.529412,0.835970,0.473788
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Oversampling,Best First,No,50,98,337,35,0.337838,0.588235,0.696971,0.279583
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Oversampling,Best First,No,98,61,342,57,0.616352,0.632258,0.795782,0.477105
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Oversampling,Best First,No,78,26,377,77,0.750000,0.503226,0.818122,0.488128
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Oversampling,Best First,No,86,95,308,69,0.475138,0.554839,0.678572,0.303445
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Oversampling,Best First,Sensitive threshold,25,139,59,5,0.152439,0.833333,0.565657,0.045359
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Oversampling,Best First,Sensitive threshold,17,36,162,13,0.320755,0.566667,0.692424,0.290396
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Oversampling,Best First,Sensitive threshold,11,44,154,19,0.200000,0.366667,0.572222,0.106716
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Oversampling,Best First,Sensitive threshold,8,49,158,13,0.140351,0.380952,0.572119,0.081481
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Oversampling,Best First,Sensitive threshold,9,29,178,12,0.236842,0.428571,0.644237,0.211538
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Oversampling,Best First,Sensitive threshold,7,27,180,14,0.205882,0.333333,0.601449,0.158747
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Oversampling,Best First,Sensitive threshold,32,113,123,10,0.220690,0.761905,0.641546,0.140984
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Oversampling,Best First,Sensitive threshold,27,95,141,15,0.221311,0.642857,0.620157,0.134789
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Oversampling,Best First,Sensitive threshold,15,70,166,27,0.176471,0.357143,0.530266,0.042605
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Oversampling,Best First,Sensitive threshold,27,93,159,4,0.225000,0.870968,0.750960,0.222197
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Oversampling,Best First,Sensitive threshold,31,252,0,0,0.109541,1.000000,0.500000,0.000000
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Oversampling,Best First,Sensitive threshold,15,56,196,16,0.211268,0.483871,0.630824,0.167103
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Oversampling,Best First,Sensitive threshold,45,74,171,14,0.378151,0.762712,0.730336,0.332368
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Oversampling,Best First,Sensitive threshold,41,34,211,18,0.546667,0.694915,0.778070,0.504234
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Oversampling,Best First,Sensitive threshold,28,52,193,31,0.350000,0.474576,0.631166,0.231107
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Oversampling,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Oversampling,Best First,Sensitive threshold,22,282,0,0,0.072368,1.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Oversampling,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Oversampling,Best First,Sensitive threshold,45,136,158,8,0.248619,0.849057,0.693236,0.194220
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Oversampling,Best First,Sensitive threshold,48,110,184,5,0.303797,0.905660,0.765755,0.293329
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Oversampling,Best First,Sensitive threshold,39,95,199,14,0.291045,0.735849,0.706360,0.253763
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Oversampling,Best First,Sensitive threshold,29,116,191,18,0.200000,0.617021,0.619586,0.127020
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Oversampling,Best First,Sensitive threshold,35,66,241,12,0.346535,0.744681,0.764849,0.356334
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Oversampling,Best First,Sensitive threshold,15,83,224,32,0.153061,0.319149,0.524395,0.033430
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Oversampling,Best First,Sensitive threshold,39,211,305,5,0.156000,0.886364,0.738724,0.151991
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Oversampling,Best First,Sensitive threshold,42,226,290,2,0.156716,0.954545,0.758280,0.155198
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Oversampling,Best First,Sensitive threshold,32,171,345,12,0.157635,0.727273,0.697939,0.149233
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Oversampling,Best First,Sensitive threshold,26,170,357,15,0.132653,0.634146,0.655783,0.113578
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Oversampling,Best First,Sensitive threshold,31,77,450,10,0.287037,0.756098,0.804994,0.347867
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Oversampling,Best First,Sensitive threshold,17,154,373,24,0.099415,0.414634,0.561207,0.049721
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Oversampling,Best First,Sensitive threshold,52,204,128,6,0.203125,0.896552,0.641047,0.117114
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Oversampling,Best First,Sensitive threshold,56,183,149,2,0.234310,0.965517,0.707156,0.181100
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Oversampling,Best First,Sensitive threshold,43,148,184,15,0.225131,0.741379,0.647798,0.151880
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Oversampling,Best First,Sensitive threshold,31,116,206,37,0.210884,0.455882,0.547817,0.065583
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Oversampling,Best First,Sensitive threshold,24,37,285,44,0.393443,0.352941,0.619017,0.248108
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Oversampling,Best First,Sensitive threshold,22,62,260,46,0.261905,0.323529,0.565491,0.119860
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Oversampling,Best First,Sensitive threshold,13,105,262,11,0.110169,0.541667,0.627782,0.090296
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Oversampling,Best First,Sensitive threshold,12,72,295,12,0.142857,0.500000,0.651907,0.140119
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Oversampling,Best First,Sensitive threshold,10,75,292,14,0.117647,0.416667,0.606153,0.097045
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Oversampling,Best First,Sensitive threshold,15,123,245,9,0.108696,0.625000,0.645380,0.090295
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Oversampling,Best First,Sensitive threshold,13,95,273,11,0.120370,0.541667,0.641757,0.107560
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Oversampling,Best First,Sensitive threshold,8,74,294,16,0.097561,0.333333,0.566123,0.062101
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Oversampling,Best First,Sensitive threshold,34,106,231,25,0.242857,0.576271,0.630866,0.167106
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Oversampling,Best First,Sensitive threshold,36,62,275,23,0.367347,0.610169,0.713097,0.334888
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Oversampling,Best First,Sensitive threshold,22,55,282,37,0.285714,0.372881,0.604838,0.186241
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Oversampling,Best First,Sensitive threshold,39,134,220,24,0.225434,0.619048,0.620258,0.140027
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Oversampling,Best First,Sensitive threshold,40,75,279,23,0.347826,0.634921,0.711528,0.315890
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Oversampling,Best First,Sensitive threshold,21,79,275,42,0.210000,0.333333,0.555085,0.088747
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Oversampling,Best First,Sensitive threshold,48,116,258,3,0.292683,0.941176,0.815508,0.322478
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Oversampling,Best First,Sensitive threshold,34,62,312,17,0.354167,0.666667,0.750446,0.362698
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Oversampling,Best First,Sensitive threshold,29,36,338,22,0.446154,0.568627,0.736185,0.422311
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Oversampling,Best First,Sensitive threshold,39,134,256,1,0.225434,0.975000,0.815705,0.253376
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Oversampling,Best First,Sensitive threshold,28,68,322,12,0.291667,0.700000,0.762821,0.322835
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Oversampling,Best First,Sensitive threshold,18,41,349,22,0.305085,0.450000,0.672436,0.284280
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Oversampling,Best First,Sensitive threshold,42,100,286,2,0.295775,0.954545,0.847739,0.350068
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Oversampling,Best First,Sensitive threshold,32,56,330,12,0.363636,0.727273,0.791098,0.403460
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Oversampling,Best First,Sensitive threshold,24,38,348,20,0.387097,0.545455,0.723504,0.378427
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Oversampling,Best First,Sensitive threshold,81,137,229,29,0.371560,0.736364,0.681023,0.269507
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Oversampling,Best First,Sensitive threshold,57,75,291,53,0.431818,0.518182,0.656632,0.292785
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Oversampling,Best First,Sensitive threshold,56,71,295,54,0.440945,0.509091,0.657551,0.298944
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Oversampling,Best First,Sensitive threshold,76,189,246,9,0.286792,0.894118,0.729817,0.248193
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Oversampling,Best First,Sensitive threshold,59,78,357,26,0.430657,0.694118,0.757404,0.413131
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Oversampling,Best First,Sensitive threshold,51,103,332,34,0.331169,0.600000,0.681609,0.273802
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Oversampling,Best First,Sensitive threshold,130,169,234,25,0.434783,0.838710,0.709677,0.326129
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Oversampling,Best First,Sensitive threshold,115,97,306,40,0.542453,0.741935,0.750620,0.450290
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Oversampling,Best First,Sensitive threshold,87,98,305,68,0.470270,0.561290,0.659057,0.300234
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Oversampling,Best First,Sensitive learning,26,130,68,4,0.166667,0.866667,0.638047,0.075527
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Oversampling,Best First,Sensitive learning,17,35,163,13,0.326923,0.566667,0.744276,0.297381
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Oversampling,Best First,Sensitive learning,11,44,154,19,0.200000,0.366667,0.622222,0.106716
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Oversampling,Best First,Sensitive learning,10,65,142,11,0.133333,0.476190,0.547044,0.075248
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Oversampling,Best First,Sensitive learning,9,29,178,12,0.236842,0.428571,0.672188,0.211538
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Oversampling,Best First,Sensitive learning,7,27,180,14,0.205882,0.333333,0.702093,0.158747
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Oversampling,Best First,Sensitive learning,31,124,112,11,0.200000,0.738095,0.612591,0.100992
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Oversampling,Best First,Sensitive learning,26,94,142,16,0.216667,0.619048,0.732244,0.125186
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Oversampling,Best First,Sensitive learning,15,70,166,27,0.176471,0.357143,0.575464,0.042605
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Oversampling,Best First,Sensitive learning,29,133,119,2,0.179012,0.935484,0.765745,0.142905
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Oversampling,Best First,Sensitive learning,31,252,0,0,0.109541,1.000000,0.842294,0.000000
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Oversampling,Best First,Sensitive learning,15,56,196,16,0.211268,0.483871,0.728431,0.167103
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Oversampling,Best First,Sensitive learning,47,85,160,12,0.356061,0.796610,0.750259,0.305969
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Oversampling,Best First,Sensitive learning,41,34,211,18,0.546667,0.694915,0.841439,0.504234
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Oversampling,Best First,Sensitive learning,28,52,193,31,0.350000,0.474576,0.729540,0.231107
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Oversampling,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Oversampling,Best First,Sensitive learning,22,282,0,0,0.072368,1.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Oversampling,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Oversampling,Best First,Sensitive learning,48,160,134,5,0.230769,0.905660,0.760429,0.164392
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Oversampling,Best First,Sensitive learning,48,110,184,5,0.303797,0.905660,0.848286,0.293329
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Oversampling,Best First,Sensitive learning,39,95,199,14,0.291045,0.735849,0.782409,0.253763
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Oversampling,Best First,Sensitive learning,32,129,178,15,0.198758,0.680851,0.633897,0.128586
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Oversampling,Best First,Sensitive learning,35,65,242,12,0.350000,0.744681,0.828956,0.360711
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Oversampling,Best First,Sensitive learning,15,83,224,32,0.153061,0.319149,0.638610,0.033430
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Oversampling,Best First,Sensitive learning,39,233,283,5,0.143382,0.886364,0.782549,0.129026
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Oversampling,Best First,Sensitive learning,42,217,299,2,0.162162,0.954545,0.896670,0.165078
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Oversampling,Best First,Sensitive learning,32,171,345,12,0.157635,0.727273,0.781360,0.149233
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Oversampling,Best First,Sensitive learning,26,199,328,15,0.115556,0.634146,0.694474,0.083581
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Oversampling,Best First,Sensitive learning,31,77,450,10,0.287037,0.756098,0.837784,0.347867
