Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,Age,Buggy
3.4.1,src/java/main/org/apache/jute/compiler/JBoolean.java,597,1,1,50,50,50.00,50,50,50.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JBuffer.java,1381,1,1,106,106,106.00,106,106,106.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JByte.java,445,1,1,34,34,34.00,34,34,34.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JCompType.java,773,1,1,66,66,66.00,66,66,66.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JDouble.java,523,1,1,40,40,40.00,40,40,40.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JField.java,1529,1,1,140,140,140.00,140,140,140.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JFile.java,1049,1,1,84,84,84.00,84,84,84.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JFloat.java,510,1,1,39,39,39.00,39,39,39.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JInt.java,445,1,1,34,34,34.00,34,34,34.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JLong.java,497,1,1,38,38,38.00,38,38,38.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JMap.java,1609,1,1,149,149,149.00,149,149,149.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JRecord.java,8183,1,1,761,761,761.00,761,761,761.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JString.java,601,1,1,46,46,46.00,46,46,46.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JType.java,2214,1,1,204,204,204.00,204,204,204.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JVector.java,1660,1,1,153,153,153.00,153,153,153.00,1,No
3.4.1,src/java/main/org/apache/jute/compiler/JavaGenerator.java,756,1,1,57,57,57.00,57,57,57.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/AsyncCallback.java,716,1,1,57,57,57.00,57,57,57.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ClientCnxn.java,15513,1,1,1307,1307,1307.00,1307,1307,1307.00,1,Yes
3.4.1,src/java/main/org/apache/zookeeper/ClientCnxnSocket.java,822,1,1,170,170,170.00,170,170,170.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ClientCnxnSocketNIO.java,1653,1,1,339,339,339.00,339,339,339.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ClientWatchManager.java,510,1,1,40,40,40.00,40,40,40.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/CreateMode.java,1160,1,1,90,90,90.00,90,90,90.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Environment.java,1300,1,1,100,100,100.00,100,100,100.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java,840,1,1,84,84,84.00,84,84,84.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/KeeperException.java,8269,1,1,699,699,699.00,699,699,699.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Login.java,1167,1,1,389,389,389.00,389,389,389.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/MultiResponse.java,495,1,1,165,165,165.00,165,165,165.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/MultiTransactionRecord.java,477,1,1,159,159,159.00,159,159,159.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Op.java,915,1,1,305,305,305.00,305,305,305.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/OpResult.java,555,1,1,185,185,185.00,185,185,185.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Quotas.java,816,1,1,68,68,68.00,68,68,68.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ServerAdminClient.java,3951,1,1,277,277,277.00,277,277,277.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Shell.java,1428,1,1,476,476,476.00,476,476,476.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/StatsTrack.java,1212,1,1,101,101,101.00,101,101,101.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Transaction.java,180,1,1,60,60,60.00,60,60,60.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Version.java,1018,1,1,79,79,79.00,79,79,79.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/WatchedEvent.java,1039,1,1,79,79,79.00,79,79,79.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/Watcher.java,1693,1,1,149,149,149.00,149,149,149.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ZKUtil.java,372,1,1,124,124,124.00,124,124,124.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ZooDefs.java,1483,1,1,119,119,119.00,119,119,119.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ZooKeeper.java,19201,1,1,1746,1746,1746.00,1746,1746,1746.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,9690,2,2,877,868,438.50,875,868,437.50,1,No
3.4.1,src/java/main/org/apache/zookeeper/client/ConnectStringParser.java,348,1,1,87,87,87.00,87,87,87.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/client/FourLetterWordMain.java,79,1,1,79,79,79.00,79,79,79.00,0,No
3.4.1,src/java/main/org/apache/zookeeper/client/HostProvider.java,244,1,1,61,61,61.00,61,61,61.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/client/StaticHostProvider.java,401,1,1,101,101,101.00,101,101,101.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/client/ZooKeeperSaslClient.java,1065,1,1,355,355,355.00,355,355,355.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/common/PathTrie.java,3390,1,1,284,284,284.00,284,284,284.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/common/PathUtils.java,1030,1,1,103,103,103.00,103,103,103.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,348,1,1,29,29,29.00,29,29,29.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,2391,1,1,215,215,215.00,215,215,215.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,861,1,1,71,71,71.00,71,71,71.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/jmx/ZKMBeanInfo.java,432,1,1,36,36,36.00,36,36,36.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,966,1,1,82,82,82.00,82,82,82.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ByteBufferOutputStream.java,153,1,1,51,51,51.00,51,51,51.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ConnectionBean.java,1852,1,1,173,173,173.00,173,173,173.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java,1056,1,1,98,98,98.00,98,98,98.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/DataNode.java,2025,1,1,174,174,174.00,174,174,174.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/DataTree.java,14980,1,1,1311,1311,1311.00,1311,1311,1311.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/DataTreeBean.java,795,1,1,61,61,61.00,61,61,61.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/DataTreeMXBean.java,564,1,1,47,47,47.00,47,47,47.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/DatadirCleanupManager.java,576,1,1,192,192,192.00,192,192,192.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,4524,1,1,422,422,422.00,422,422,422.00,1,Yes
3.4.1,src/java/main/org/apache/zookeeper/server/LogFormatter.java,1172,1,1,104,104,104.00,104,104,104.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,15477,3,2,1159,1156,386.33,1156,1156,385.33,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/NIOServerCnxnFactory.java,1590,3,2,341,326,113.67,326,326,108.67,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/NettyServerCnxn.java,4193,3,2,854,851,284.67,851,851,283.67,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/NettyServerCnxnFactory.java,2037,3,2,420,415,140.00,415,415,138.33,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ObserverBean.java,360,1,1,45,45,45.00,45,45,45.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,7148,1,1,716,716,716.00,716,716,716.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,1669,1,1,129,129,129.00,129,129,129.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/Request.java,2955,1,1,256,256,256.00,256,256,256.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/RequestProcessor.java,481,1,1,37,37,37.00,37,37,37.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,2997,1,1,452,452,452.00,452,452,452.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ServerCnxnFactory.java,685,3,2,150,139,50.00,139,139,46.33,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ServerConfig.java,1277,1,1,112,112,112.00,112,112,112.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ServerStats.java,1724,3,2,148,132,49.33,132,132,44.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/SessionTracker.java,903,1,1,81,81,81.00,81,81,81.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,3237,1,1,274,274,274.00,274,274,274.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/Stats.java,340,1,1,68,68,68.00,68,68,68.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,2237,1,1,190,190,190.00,190,190,190.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,1569,1,1,123,123,123.00,123,123,123.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/WatchManager.java,1859,1,1,171,171,171.00,171,171,171.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZKDatabase.java,3330,1,1,483,483,483.00,483,483,483.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZooKeeperSaslServer.java,393,1,1,131,131,131.00,131,131,131.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,9913,3,2,932,921,310.67,921,921,307.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerBean.java,1571,3,2,147,143,49.00,143,143,47.67,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMXBean.java,1152,3,2,110,106,36.67,106,106,35.33,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,1529,1,1,123,123,123.00,123,123,123.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/ZooTrace.java,1199,1,1,93,93,93.00,93,93,93.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java,1065,1,1,82,82,82.00,82,82,82.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,1766,1,1,139,139,139.00,139,139,139.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/DigestLoginModule.java,183,1,1,61,61,61.00,61,61,61.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,1519,1,1,117,117,117.00,117,117,117.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/KerberosName.java,1254,1,1,418,418,418.00,418,418,418.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,997,1,1,77,77,77.00,77,77,77.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/SASLAuthenticationProvider.java,210,1,1,70,70,70.00,70,70,70.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/auth/SaslServerCallbackHandler.java,444,1,1,148,148,148.00,148,148,148.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,2985,1,1,250,250,250.00,250,250,250.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,7484,1,1,660,660,660.00,660,660,660.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,3837,1,1,325,325,325.00,325,325,325.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java,822,1,1,66,66,66.00,66,66,66.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/persistence/TxnLog.java,1542,1,1,121,121,121.00,121,121,121.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/persistence/Util.java,4178,1,1,326,326,326.00,326,326,326.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,668,1,1,54,54,54.00,54,54,54.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,12347,1,1,972,972,972.00,972,972,972.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,2439,1,1,185,185,185.00,185,185,185.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/Election.java,345,1,1,27,27,27.00,27,27,27.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,10142,1,1,890,890,890.00,890,890,890.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,3387,1,1,167,167,167.00,167,167,167.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerBean.java,600,1,1,50,50,50.00,50,50,50.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerMXBean.java,492,1,1,41,41,41.00,41,41,41.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,1423,1,1,113,113,113.00,113,113,113.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,2453,1,1,160,160,160.00,160,160,160.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,9370,2,2,829,826,414.50,827,826,413.50,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,636,1,1,53,53,53.00,53,53,53.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,3268,1,1,293,293,293.00,293,293,293.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionBean.java,504,1,1,42,42,42.00,42,42,42.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionMXBean.java,372,1,1,31,31,31.00,31,31,31.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderMXBean.java,432,1,1,36,36,36.00,36,36,36.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java,2128,1,1,173,173,173.00,173,173,173.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/Learner.java,3377,1,1,481,481,481.00,481,481,481.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java,4392,1,1,611,611,611.00,611,611,611.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LearnerSessionTracker.java,745,1,1,96,96,96.00,96,96,96.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LearnerSyncRequest.java,272,1,1,34,34,34.00,34,34,34.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LearnerZooKeeperServer.java,1140,1,1,141,141,141.00,141,141,141.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java,905,1,1,79,79,79.00,79,79,79.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java,859,1,1,77,77,77.00,77,77,77.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/Observer.java,1136,1,1,135,135,135.00,135,135,135.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ObserverMXBean.java,296,1,1,37,37,37.00,37,37,37.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ObserverRequestProcessor.java,998,1,1,127,127,127.00,127,127,127.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ObserverZooKeeperServer.java,923,1,1,115,115,115.00,115,115,115.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,1076,1,1,88,88,88.00,88,88,88.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumBean.java,528,1,1,44,44,44.00,44,44,44.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,9019,2,2,884,883,442.00,884,883,442.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumMXBean.java,408,1,1,34,34,34.00,34,34,34.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,11378,1,1,1123,1123,1123.00,1123,1123,1123.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,4225,1,1,411,411,411.00,411,411,411.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,1877,1,1,157,157,157.00,157,157,157.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,893,1,1,68,68,68.00,68,68,68.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumZooKeeperServer.java,425,1,1,59,59,59.00,59,59,59.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyBean.java,114,1,1,38,38,38.00,38,38,38.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyRequestProcessor.java,360,1,1,120,120,120.00,120,120,120.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyZooKeeperServer.java,432,1,1,144,144,144.00,144,144,144.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerBean.java,540,1,1,45,45,45.00,45,45,45.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerMXBean.java,396,1,1,33,33,33.00,33,33,33.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,940,1,1,80,80,80.00,80,80,80.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ServerBean.java,456,1,1,38,38,38.00,38,38,38.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/ServerMXBean.java,396,1,1,33,33,33.00,33,33,33.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/StateSummary.java,171,1,1,57,57,57.00,57,57,57.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,1008,1,1,106,106,106.00,106,106,106.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java,2694,1,1,271,271,271.00,271,271,271.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java,559,1,1,57,57,57.00,57,57,57.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumVerifier.java,329,1,1,33,33,33.00,33,33,33.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,1495,1,1,141,141,141.00,141,141,141.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/util/VerifyingFileFactory.java,246,1,1,82,82,82.00,82,82,82.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/server/util/ZxidUtils.java,102,1,1,34,34,34.00,34,34,34.00,1,No
3.4.1,src/java/main/org/apache/zookeeper/version/util/VerGen.java,1906,1,1,177,177,177.00,177,177,177.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/BaseSysTest.java,3171,1,1,265,265,265.00,265,265,265.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/DuplicateNameException.java,312,1,1,26,26,26.00,26,26,26.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/GenerateLoad.java,8545,1,1,711,711,711.00,711,711,711.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/Instance.java,708,1,1,59,59,59.00,59,59,59.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/InstanceContainer.java,3718,1,1,311,311,311.00,311,311,311.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/InstanceManager.java,4114,1,1,345,345,345.00,345,345,345.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/NoAssignmentException.java,288,1,1,24,24,24.00,24,24,24.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/NoAvailableContainers.java,336,1,1,28,28,28.00,28,28,28.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/QuorumPeerInstance.java,3278,1,1,276,276,276.00,276,276,276.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/SimpleClient.java,1386,1,1,114,114,114.00,114,114,114.00,1,No
3.4.1,src/java/systest/org/apache/zookeeper/test/system/SimpleSysTest.java,2043,1,1,171,171,171.00,171,171,171.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/ClientReconnectTest.java,234,1,1,78,78,78.00,78,78,78.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/JUnit4ZKTestRunner.java,387,1,1,65,65,65.00,65,65,65.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/MultiResponseTest.java,216,1,1,72,72,72.00,72,72,72.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/MultiTransactionRecordTest.java,204,1,1,68,68,68.00,68,68,68.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/PortAssignment.java,309,1,1,35,35,35.00,35,35,35.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/TestableZooKeeper.java,1044,1,1,86,86,86.00,86,86,86.00,1,Yes
3.4.1,src/java/test/org/apache/zookeeper/VerGenTest.java,300,1,1,75,75,75.00,75,75,75.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/ZKTestCase.java,420,1,1,71,71,71.00,71,71,71.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/ZooKeeperTest.java,1308,2,2,318,308,159.00,317,308,158.50,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/CRCTest.java,2377,1,1,189,189,189.00,189,189,189.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/DatadirCleanupManagerTest.java,273,1,1,91,91,91.00,91,91,91.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/DeserializationPerfTest.java,1489,1,1,119,119,119.00,119,119,119.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/InvalidSnapshotTest.java,1273,1,1,107,107,107.00,107,107,107.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/PrepRequestProcessorTest.java,375,1,1,125,125,125.00,125,125,125.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/SerializationPerfTest.java,1574,1,1,125,125,125.00,125,125,125.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/ServerCnxnFactoryAccessor.java,72,1,1,24,24,24.00,24,24,24.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/ToStringTest.java,456,1,1,38,38,38.00,38,38,38.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/ZooKeeperServerMainTest.java,1349,1,1,138,138,138.00,138,138,138.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/ZooKeeperServerTest.java,1345,1,1,137,137,137.00,137,137,137.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/quorum/LearnerTest.java,372,1,1,124,124,124.00,124,124,124.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/quorum/QuorumPeerMainTest.java,4165,1,1,665,665,665.00,665,665,665.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/quorum/QuorumPeerTestBase.java,952,1,1,134,134,134.00,134,134,134.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/quorum/Zab1_0Test.java,2036,3,2,693,689,231.00,689,689,229.67,1,No
3.4.1,src/java/test/org/apache/zookeeper/server/util/VerifyingFileFactoryTest.java,204,1,1,68,68,68.00,68,68,68.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ACLCountTest.java,408,1,1,136,136,136.00,136,136,136.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ACLRootTest.java,1053,1,1,94,94,94.00,94,94,94.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ACLTest.java,2292,1,1,185,185,185.00,185,185,185.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/AsyncHammerTest.java,1969,1,1,245,245,245.00,245,245,245.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/AsyncOps.java,7112,1,1,570,570,570.00,570,570,570.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/AsyncOpsTest.java,2437,1,1,192,192,192.00,192,192,192.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/AsyncTest.java,2744,1,1,167,167,167.00,167,167,167.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/AuthTest.java,1195,1,1,167,167,167.00,167,167,167.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ChrootAsyncTest.java,471,1,1,47,47,47.00,47,47,47.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ChrootClientTest.java,528,1,1,54,54,54.00,54,54,54.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ChrootTest.java,1329,1,1,136,136,136.00,136,136,136.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ClientBase.java,6552,2,2,590,589,295.00,552,589,276.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ClientHammerTest.java,1963,1,1,245,245,245.00,245,245,245.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ClientPortBindTest.java,832,1,1,117,117,117.00,117,117,117.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ClientRetry.java,696,1,1,72,72,72.00,72,72,72.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ClientTest.java,9859,1,1,739,739,739.00,739,739,739.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/CnxManagerTest.java,2372,1,1,367,367,367.00,367,367,367.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/ConnectStringParserTest.java,272,1,1,68,68,68.00,68,68,68.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/CreateModeTest.java,1053,1,1,81,81,81.00,81,81,81.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/DataTreeTest.java,881,1,1,83,83,83.00,83,83,83.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/DisconnectableZooKeeper.java,717,1,1,58,58,58.00,58,58,58.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/DisconnectedWatcherTest.java,528,1,1,176,176,176.00,176,176,176.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/EventTypeTest.java,650,1,1,50,50,50.00,50,50,50.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/FLELostMessageTest.java,1616,1,1,171,171,171.00,171,171,171.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/FLENewEpochTest.java,2290,1,1,193,193,193.00,193,193,193.00,1,No
3.4.1,src/java/test/org/apache/zookeeper/test/FLERestartTest.java,1980,1,1,185,185,185.00,185,185,185.00,1,No
