Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,Age,Buggy
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieClient.java,342,1,1,342,342,342.00,342,342,342.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,70,1,1,70,70,70.00,70,70,70.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieServer.java,179,1,1,179,179,179.00,179,179,179.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,532,1,1,532,532,532.00,532,532,532.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java,35,1,1,35,35,35.00,35,35,35.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,133,1,1,133,133,133.00,133,133,133.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/WriteCallback.java,32,1,1,32,32,32.00,32,32,32.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,343,1,1,343,343,343.00,343,343,343.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,164,1,1,164,164,164.00,164,164,164.00,1,No
3.0.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,55,1,1,55,55,55.00,55,55,55.00,1,No
3.0.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieClientTest.java,202,1,1,202,202,202.00,202,202,202.00,1,No
3.0.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieReadWriteTest.java,497,1,1,497,497,497.00,497,497,497.00,1,No
3.0.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LedgerRecoveryTest.java,263,1,1,263,263,263.00,263,263,263.00,1,No
3.0.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LoopbackClient.java,117,1,1,117,117,117.00,117,117,117.00,1,No
3.0.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/NIOServerFactoryTest.java,60,1,1,60,60,60.00,60,60,60.00,1,No
3.0.1,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,126,1,1,126,126,126.00,126,126,126.00,5,No
3.0.1,src/java/main/org/apache/jute/BinaryInputArchive.java,264,1,1,132,132,132.00,132,132,132.00,9,No
3.0.1,src/java/main/org/apache/jute/BinaryOutputArchive.java,298,1,1,149,149,149.00,149,149,149.00,9,No
3.0.1,src/java/main/org/apache/jute/CsvInputArchive.java,420,1,1,210,210,210.00,210,210,210.00,9,No
3.0.1,src/java/main/org/apache/jute/CsvOutputArchive.java,302,1,1,151,151,151.00,151,151,151.00,9,No
3.0.1,src/java/main/org/apache/jute/Index.java,78,1,1,39,39,39.00,39,39,39.00,9,No
3.0.1,src/java/main/org/apache/jute/InputArchive.java,90,1,1,45,45,45.00,45,45,45.00,9,No
3.0.1,src/java/main/org/apache/jute/OutputArchive.java,96,1,1,48,48,48.00,48,48,48.00,9,No
3.0.1,src/java/main/org/apache/jute/Record.java,66,1,1,33,33,33.00,33,33,33.00,9,No
3.0.1,src/java/main/org/apache/jute/RecordReader.java,196,1,1,98,98,98.00,98,98,98.00,9,No
3.0.1,src/java/main/org/apache/jute/RecordWriter.java,234,1,1,117,117,117.00,117,117,117.00,9,No
3.0.1,src/java/main/org/apache/jute/Utils.java,561,2,1,294,278,147.00,283,278,141.50,9,No
3.0.1,src/java/main/org/apache/jute/XmlInputArchive.java,502,1,1,251,251,251.00,251,251,251.00,9,No
3.0.1,src/java/main/org/apache/jute/XmlOutputArchive.java,504,1,1,252,252,252.00,252,252,252.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/CGenerator.java,176,1,1,88,88,88.00,88,88,88.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/CppGenerator.java,166,1,1,83,83,83.00,83,83,83.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JBoolean.java,86,1,1,43,43,43.00,43,43,43.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JBuffer.java,214,1,1,107,107,107.00,107,107,107.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JByte.java,70,1,1,35,35,35.00,35,35,35.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JCompType.java,110,1,1,55,55,55.00,55,55,55.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JDouble.java,82,1,1,41,41,41.00,41,41,41.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JField.java,198,1,1,99,99,99.00,99,99,99.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JFile.java,150,1,1,75,75,75.00,75,75,75.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JFloat.java,80,1,1,40,40,40.00,40,40,40.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JInt.java,70,1,1,35,35,35.00,35,35,35.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JLong.java,78,1,1,39,39,39.00,39,39,39.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JMap.java,202,1,1,101,101,101.00,101,101,101.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JRecord.java,1016,1,1,508,508,508.00,508,508,508.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JString.java,94,1,1,47,47,47.00,47,47,47.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JType.java,284,1,1,142,142,142.00,142,142,142.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JVector.java,212,1,1,106,106,106.00,106,106,106.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/JavaGenerator.java,124,1,1,62,62,62.00,62,62,62.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/ParseException.java,420,1,1,210,210,210.00,210,210,210.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/Rcc.java,1050,1,1,525,525,525.00,525,525,525.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/RccConstants.java,176,1,1,88,88,88.00,88,88,88.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java,1666,1,1,833,833,833.00,833,833,833.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java,914,1,1,457,457,457.00,457,457,457.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/Token.java,198,1,1,99,99,99.00,99,99,99.00,9,No
3.0.1,src/java/main/org/apache/jute/compiler/generated/TokenMgrError.java,302,1,1,151,151,151.00,151,151,151.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/AsyncCallback.java,104,1,1,52,52,52.00,52,52,52.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/ClientCnxn.java,2114,6,3,1082,1045,180.33,1069,1045,178.17,9,No
3.0.1,src/java/main/org/apache/zookeeper/ClientWatchManager.java,78,1,1,39,39,39.00,39,39,39.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/CreateMode.java,178,1,1,89,89,89.00,89,89,89.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/Environment.java,200,1,1,100,100,100.00,100,100,100.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/KeeperException.java,958,3,1,866,336,288.67,622,336,207.33,9,No
3.0.1,src/java/main/org/apache/zookeeper/Quotas.java,68,1,1,68,68,68.00,68,68,68.00,1,No
3.0.1,src/java/main/org/apache/zookeeper/ServerAdminClient.java,624,1,1,312,312,312.00,312,312,312.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/StatsTrack.java,101,1,1,101,101,101.00,101,101,101.00,1,No
3.0.1,src/java/main/org/apache/zookeeper/Version.java,156,1,1,78,78,78.00,78,78,78.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/WatchedEvent.java,162,1,1,81,81,81.00,81,81,81.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/Watcher.java,232,2,1,125,107,62.50,125,107,62.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/ZooDefs.java,224,1,1,112,112,112.00,112,112,112.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/ZooKeeper.java,2219,6,2,1207,1040,201.17,1179,1040,196.50,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,737,2,1,516,232,258.00,505,232,252.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/common/PathTrie.java,280,1,1,280,280,280.00,280,280,280.00,1,No
3.0.1,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,29,1,1,29,29,29.00,29,29,29.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,194,2,2,214,180,107.00,194,180,97.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,72,1,1,72,72,72.00,72,72,72.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/jmx/ZKMBeanInfo.java,36,1,1,36,36,36.00,36,36,36.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,144,1,1,72,72,72.00,72,72,72.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/ConnectionBean.java,121,2,2,130,109,65.00,121,109,60.50,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java,68,1,1,68,68,68.00,68,68,68.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/DataNode.java,256,3,2,154,125,51.33,131,125,43.67,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/DataTree.java,1867,6,3,1108,798,184.67,1069,798,178.17,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/DataTreeBean.java,70,1,1,70,70,70.00,70,70,70.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/DataTreeMXBean.java,47,1,1,47,47,47.00,47,47,47.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,533,4,3,282,265,70.50,268,265,67.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/LogFormatter.java,144,2,2,73,72,36.50,72,72,36.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java,1847,9,3,1034,888,114.89,959,888,106.56,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,938,6,3,493,460,82.17,478,460,79.67,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,226,2,2,147,94,73.50,132,94,66.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/Request.java,394,1,1,197,197,197.00,197,197,197.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/RequestProcessor.java,74,1,1,37,37,37.00,37,37,37.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,166,3,2,94,80,31.33,86,80,28.67,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/ServerConfig.java,134,1,1,67,67,67.00,67,67,67.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/ServerStats.java,272,4,2,172,140,43.00,132,140,33.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/SessionTracker.java,116,1,1,58,58,58.00,58,58,58.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,437,2,2,222,219,111.00,218,219,109.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,286,3,2,148,144,49.33,142,144,47.33,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,238,1,1,119,119,119.00,119,119,119.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/WatchManager.java,224,2,2,114,113,57.00,111,113,55.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,1280,5,3,703,616,140.60,664,616,132.80,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerBean.java,114,2,2,117,116,58.50,114,116,57.00,4,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMXBean.java,82,1,1,82,82,82.00,82,82,82.00,4,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,179,3,2,101,86,33.67,93,86,31.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/ZooTrace.java,184,1,1,92,92,92.00,92,92,92.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java,163,2,1,83,81,41.50,82,81,41.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,255,2,1,132,127,66.00,128,127,64.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/auth/HostAuthenticationProvider.java,136,2,1,71,67,35.50,69,67,34.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,232,2,1,119,115,59.50,117,115,58.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,156,1,1,78,78,78.00,78,78,78.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java,345,3,2,188,159,62.67,186,159,62.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java,972,2,2,488,485,244.00,487,485,243.50,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java,522,4,2,277,246,69.25,276,246,69.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java,120,1,1,60,60,60.00,60,60,60.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/persistence/TxnLog.java,230,1,1,115,115,115.00,115,115,115.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/persistence/Util.java,615,2,2,310,305,155.00,310,305,155.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,90,1,1,45,45,45.00,45,45,45.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,1790,2,2,908,898,454.00,892,898,446.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,375,3,2,191,189,63.67,186,189,62.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/Election.java,52,1,1,26,26,26.00,26,26,26.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,1280,5,3,747,626,149.40,654,626,130.80,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/Follower.java,781,3,3,568,378,189.33,403,378,134.33,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerBean.java,50,1,1,50,50,50.00,50,50,50.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java,802,3,3,416,395,138.67,407,395,135.67,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerMXBean.java,41,1,1,41,41,41.00,41,41,41.00,4,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java,213,3,2,110,107,36.67,106,107,35.33,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java,170,1,1,85,85,85.00,85,85,85.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java,68,1,1,34,34,34.00,34,34,34.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,422,5,3,252,177,50.40,245,177,49.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,1271,3,3,718,633,239.33,638,633,212.67,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,53,1,1,53,53,53.00,53,53,53.00,4,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,387,2,2,198,194,99.00,193,194,96.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionBean.java,42,1,1,42,42,42.00,42,42,42.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionMXBean.java,31,1,1,31,31,31.00,31,31,31.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderMXBean.java,36,1,1,36,36,36.00,36,36,36.00,4,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java,242,4,2,157,88,39.25,154,88,38.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java,68,1,1,68,68,68.00,68,68,68.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java,64,1,1,64,64,64.00,64,64,64.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,151,2,2,76,76,38.00,75,76,37.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumBean.java,44,1,1,44,44,44.00,44,44,44.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,1148,4,2,659,564,164.75,584,564,146.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumMXBean.java,34,1,1,34,34,34.00,34,34,34.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,1240,5,2,715,590,143.00,650,590,130.00,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,443,2,2,224,222,112.00,221,222,110.50,9,Yes
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,238,2,2,124,115,62.00,123,115,61.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,148,2,2,91,81,45.50,67,81,33.50,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerBean.java,45,1,1,45,45,45.00,45,45,45.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerMXBean.java,33,1,1,33,33,33.00,33,33,33.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,108,2,2,55,54,27.50,54,54,27.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/ServerBean.java,38,1,1,38,38,38.00,38,38,38.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/ServerMXBean.java,33,1,1,33,33,33.00,33,33,33.00,4,No
3.0.1,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,138,1,1,69,69,69.00,69,69,69.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java,258,1,1,129,129,129.00,129,129,129.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,1165,3,2,598,582,199.33,583,582,194.33,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,362,1,1,181,181,181.00,181,181,181.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,66,1,1,33,33,33.00,33,33,33.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,650,3,3,331,323,110.33,327,323,109.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/util/Profiler.java,80,2,2,41,40,20.50,40,40,20.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,210,1,1,105,105,105.00,105,105,105.00,9,No
3.0.1,src/java/main/org/apache/zookeeper/version/util/VerGen.java,248,2,1,129,120,64.50,128,120,64.00,9,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/BaseSysTest.java,264,2,2,271,268,135.50,264,268,132.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/DuplicateNameException.java,26,1,1,26,26,26.00,26,26,26.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/GenerateLoad.java,700,1,1,700,700,700.00,700,700,700.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/Instance.java,59,1,1,59,59,59.00,59,59,59.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/InstanceContainer.java,311,2,2,316,313,158.00,311,313,155.50,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/InstanceManager.java,331,2,2,334,332,167.00,331,332,165.50,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/NoAssignmentException.java,24,1,1,24,24,24.00,24,24,24.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/NoAvailableContainers.java,28,1,1,28,28,28.00,28,28,28.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/QuorumPeerInstance.java,250,2,2,262,231,131.00,250,231,125.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/SimpleClient.java,116,2,2,129,121,64.50,116,121,58.00,1,No
3.0.1,src/java/systest/org/apache/zookeeper/test/system/SimpleSysTest.java,170,2,2,171,171,85.50,170,171,85.00,1,No
3.0.1,src/java/test/org/apache/zookeeper/TestableZooKeeper.java,144,1,1,72,72,72.00,72,72,72.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/server/CRCTest.java,308,2,2,155,155,77.50,153,155,76.50,9,No
3.0.1,src/java/test/org/apache/zookeeper/server/DataTreeUnitTest.java,112,1,1,56,56,56.00,56,56,56.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/server/DeserializationPerfTest.java,212,1,1,106,106,106.00,106,106,106.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/server/InvalidSnapshotTest.java,94,2,1,107,105,53.50,94,105,47.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/server/SerializationPerfTest.java,226,1,1,113,113,113.00,113,113,113.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/server/ToStringTest.java,38,1,1,38,38,38.00,38,38,38.00,2,No
3.0.1,src/java/test/org/apache/zookeeper/server/ZooKeeperServerTest.java,182,1,1,91,91,91.00,91,91,91.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/ACLTest.java,307,2,2,159,155,79.50,152,155,76.00,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/AsyncOps.java,1004,2,1,519,500,259.50,504,500,252.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/AsyncOpsTest.java,356,1,1,178,178,178.00,178,178,178.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/AsyncTest.java,552,3,1,290,277,96.67,275,277,91.67,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/ClientBase.java,759,2,2,382,382,191.00,377,382,188.50,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/ClientTest.java,1530,4,1,841,737,210.25,793,737,198.25,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/CreateModeTest.java,162,2,1,83,81,41.50,81,81,40.50,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/DBSizeTest.java,168,1,1,84,84,84.00,84,84,84.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/DataTreeTest.java,124,1,1,62,62,62.00,62,62,62.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/DisconnectableZooKeeper.java,108,1,1,54,54,54.00,54,54,54.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/EventTypeTest.java,100,1,1,50,50,50.00,50,50,50.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/FLENewEpochTest.java,179,2,1,187,185,93.50,179,185,89.50,1,No
3.0.1,src/java/test/org/apache/zookeeper/test/FLETest.java,637,2,2,323,321,161.50,316,321,158.00,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/IntegrityCheck.java,464,1,1,232,232,232.00,232,232,232.00,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/KeeperStateTest.java,126,2,1,77,50,38.50,76,50,38.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/LETest.java,261,2,2,138,132,69.00,129,132,64.50,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/NullDataTest.java,144,1,1,72,72,72.00,72,72,72.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/OOMTest.java,298,1,1,149,149,149.00,149,149,149.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/PurgeTxnTest.java,86,3,2,91,90,30.33,86,90,28.67,1,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/QuorumBase.java,147,1,1,147,147,147.00,147,147,147.00,1,No
3.0.1,src/java/test/org/apache/zookeeper/test/QuorumQuotaTest.java,74,1,1,74,74,74.00,74,74,74.00,1,No
3.0.1,src/java/test/org/apache/zookeeper/test/QuorumTest.java,276,4,2,198,190,49.50,91,190,22.75,9,Yes
3.0.1,src/java/test/org/apache/zookeeper/test/RecoveryTest.java,415,2,2,209,209,104.50,206,209,103.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/RepeatStartupTest.java,72,3,2,87,75,29.00,72,75,24.00,9,No
3.0.1,src/java/test/org/apache/zookeeper/test/SessionTest.java,421,3,3,243,187,81.00,234,187,78.00,9,No
